word,Information
control,"[['00358', 3, [41, 88, 98]], ['01196', 1, [47]], ['00248', 3, [89, 99, 108]], ['00903', 1, [47]], ['00144', 2, [40, 100]], ['01210', 1, [73]], ['00003', 2, [47, 54]], ['01133', 1, [15]], ['00145', 3, [23, 46, 51]], ['00310', 1, [33]], ['00654', 1, [35]], ['00054', 2, [9, 39]], ['00597', 1, [12]], ['00077', 1, [69]], ['00154', 1, [49]], ['00466', 4, [19, 46, 60, 79]], ['01199', 3, [24, 53, 86]], ['00895', 1, [42]], ['01239', 3, [24, 40, 86]], ['01004', 1, [79]], ['00113', 1, [34]], ['01044', 2, [20, 31]], ['00337', 2, [19, 32]], ['00052', 1, [15]], ['00228', 1, [75]], ['00270', 1, [107]], ['01054', 2, [22, 41]], ['00827', 1, [31]], ['01197', 7, [37, 59, 83, 121, 156, 182, 275]], ['00662', 1, [26]], ['00882', 1, [36]], ['00804', 1, [171]], ['00495', 6, [14, 35, 46, 54, 64, 73]], ['01139', 1, [99]], ['00922', 1, [31]], ['00386', 1, [64]], ['01180', 1, [72]], ['00485', 1, [31]], ['00462', 2, [22, 62]], ['01056', 1, [42]], ['00534', 1, [56]], ['00011', 1, [49]], ['00967', 3, [20, 35, 70]], ['00070', 1, [70]], ['01026', 1, [31]], ['00677', 1, [11]], ['01204', 2, [45, 90]], ['00725', 5, [28, 68, 86, 102, 126]], ['01162', 1, [58]], ['00542', 1, [107]], ['00305', 3, [26, 49, 65]], ['00410', 2, [26, 27]], ['00831', 1, [26]], ['00279', 4, [15, 17, 29, 36]], ['01003', 1, [42]], ['00958', 1, [35]], ['00529', 4, [15, 26, 39, 72]], ['00338', 1, [23]], ['00251', 1, [50]], ['00361', 1, [15]], ['00046', 1, [37]], ['00819', 2, [26, 33]], ['00230', 4, [16, 41, 44, 52]], ['00892', 4, [74, 79, 90, 94]], ['00393', 3, [8, 54, 112]], ['00391', 1, [27]], ['00575', 1, [77]], ['00419', 1, [29]], ['00738', 1, [87]], ['00951', 3, [63, 101, 120]], ['00609', 1, [41]], ['01022', 1, [5]], ['00409', 2, [14, 45]], ['00517', 1, [57]], ['00445', 1, [35]], ['00592', 1, [51]], ['00794', 6, [22, 30, 38, 46, 60, 71]], ['00307', 19, [22, 50, 64, 72, 84, 98, 122, 136, 165, 186, 189, 208, 215, 233, 236, 248, 257, 276, 290]], ['00616', 3, [40, 51, 75]], ['00732', 1, [47]], ['00102', 2, [24, 82]], ['00365', 1, [24]], ['00924', 2, [26, 33]], ['01200', 5, [37, 67, 127, 136, 146]], ['00406', 1, [42]], ['01202', 3, [15, 95, 101]], ['00437', 1, [94]], ['01115', 1, [78]], ['00737', 4, [33, 36, 71, 97]], ['00083', 1, [57]], ['00281', 1, [148]], ['00585', 1, [19]], ['00707', 3, [8, 29, 53]], ['00653', 1, [98]], ['00999', 1, [50]], ['00955', 2, [45, 93]], ['01051', 1, [28]], ['00500', 1, [17]], ['00954', 1, [55]], ['00141', 6, [18, 55, 67, 89, 98, 143]], ['00740', 1, [71]], ['00394', 1, [14]], ['00268', 2, [38, 44]], ['00217', 1, [34]], ['01198', 2, [28, 44]], ['00118', 7, [21, 29, 44, 66, 82, 96, 118]], ['00304', 2, [115, 151]], ['00319', 2, [9, 50]], ['01132', 1, [40]], ['00425', 3, [20, 37, 65]], ['00172', 2, [92, 117]], ['00303', 3, [54, 70, 103]], ['00619', 1, [35]], ['01222', 6, [19, 35, 80, 87, 102, 104]], ['00535', 5, [31, 46, 58, 89, 109]], ['00181', 1, [85]], ['01058', 1, [27]], ['01126', 1, [36]], ['01032', 2, [4, 25]], ['00851', 2, [20, 28]], ['00521', 7, [29, 63, 71, 139, 152, 167, 179]], ['00645', 3, [58, 66, 76]], ['01092', 1, [65]], ['00809', 1, [17]], ['00195', 1, [86]], ['00480', 1, [11]], ['00658', 1, [30]], ['01085', 2, [135, 151]], ['01016', 2, [70, 82]], ['00850', 2, [11, 37]], ['00622', 1, [34]], ['00502', 1, [8]], ['01059', 1, [104]], ['01136', 1, [40]], ['00890', 2, [101, 113]], ['00709', 2, [79, 109]], ['00053', 2, [19, 60]], ['00528', 1, [49]], ['00525', 3, [28, 34, 61]], ['00272', 1, [36]], ['00359', 1, [63]], ['00315', 1, [103]], ['00286', 1, [17]], ['00847', 4, [14, 32, 58, 64]], ['00574', 1, [34]], ['01149', 2, [20, 115]], ['01100', 2, [21, 55]], ['00147', 3, [21, 35, 87]], ['00005', 2, [17, 79]], ['00675', 2, [6, 22]], ['00865', 1, [41]], ['00716', 2, [48, 88]], ['01131', 2, [24, 65]], ['00856', 4, [53, 66, 101, 116]], ['00356', 3, [40, 42, 112]], ['01129', 4, [17, 21, 71, 107]], ['00599', 1, [84]], ['00140', 1, [28]], ['00019', 5, [38, 55, 70, 81, 145]], ['00530', 4, [34, 111, 146, 166]], ['00245', 2, [13, 32]], ['00998', 1, [34]], ['01165', 1, [41]], ['00001', 1, [72]], ['00867', 3, [52, 85, 113]], ['00313', 3, [14, 37, 55]], ['00223', 1, [39]], ['00137', 2, [36, 39]], ['00931', 1, [32]], ['00135', 1, [50]], ['00103', 1, [54]], ['00786', 3, [34, 65, 90]], ['00526', 6, [8, 19, 55, 90, 96, 129]], ['00771', 1, [25]], ['00191', 2, [17, 51]], ['00875', 1, [127]], ['00710', 3, [94, 99, 146]], ['00981', 1, [13]], ['00488', 1, [25]], ['00346', 3, [18, 55, 68]], ['00123', 1, [97]], ['00815', 2, [34, 52]], ['00978', 3, [89, 108, 119]], ['00287', 1, [18]], ['00989', 2, [14, 44]], ['01060', 2, [11, 54]], ['01036', 2, [5, 60]], ['01223', 1, [41]], ['01228', 1, [21]], ['00107', 6, [23, 46, 56, 72, 78, 86]], ['00407', 2, [28, 55]], ['00167', 1, [13]], ['00610', 2, [48, 79]], ['00791', 1, [20]], ['00092', 2, [23, 29]], ['00734', 1, [80]], ['00957', 1, [53]], ['01112', 1, [40]], ['00673', 2, [23, 34]], ['01142', 4, [12, 24, 42, 68]], ['00553', 3, [28, 30, 62]], ['00813', 1, [13]], ['00527', 1, [107]], ['00726', 1, [27]], ['00470', 2, [22, 48]], ['00953', 2, [17, 86]], ['01061', 1, [12]], ['00221', 1, [36]], ['00689', 1, [52]], ['00430', 1, [82]], ['00224', 2, [4, 31]], ['00623', 2, [19, 29]], ['01002', 4, [8, 24, 68, 102]], ['00899', 1, [59]], ['00562', 1, [23]], ['01074', 3, [23, 36, 51]], ['01005', 1, [76]], ['00676', 1, [103]], ['00085', 1, [28]], ['00960', 3, [39, 72, 82]], ['00755', 3, [24, 79, 92]], ['00284', 1, [20]], ['01207', 1, [127]], ['00812', 1, [94]], ['01167', 1, [82]], ['00936', 2, [23, 45]], ['01157', 2, [53, 108]], ['01062', 4, [20, 48, 76, 83]], ['01150', 1, [123]], ['01215', 1, [60]], ['00711', 1, [38]], ['00828', 1, [22]], ['01108', 1, [74]], ['00573', 1, [32]], ['01201', 2, [38, 62]], ['00415', 2, [56, 92]], ['00366', 1, [23]], ['01218', 1, [67]], ['00823', 2, [1, 37]], ['00655', 1, [94]], ['01121', 4, [36, 98, 152, 199]], ['00691', 1, [45]], ['00806', 1, [76]], ['00639', 2, [31, 42]], ['00748', 1, [160]], ['00108', 1, [51]], ['00854', 1, [17]], ['00744', 1, [112]], ['00635', 1, [92]], ['00026', 2, [19, 42]], ['00302', 1, [58]], ['00067', 1, [25]], ['00022', 2, [28, 54]], ['00820', 1, [53]], ['00852', 2, [32, 45]], ['01205', 3, [21, 51, 64]], ['00041', 1, [65]], ['00439', 1, [17]], ['01027', 3, [18, 55, 72]], ['00956', 1, [252]], ['00188', 1, [106]], ['00522', 6, [36, 51, 63, 74, 139, 163]], ['01050', 1, [44]], ['01107', 2, [25, 39]], ['01055', 3, [17, 41, 69]], ['01070', 1, [72]], ['00874', 1, [36]], ['00638', 1, [54]], ['00959', 2, [21, 38]], ['00824', 1, [27]], ['01088', 1, [41]], ['00636', 1, [17]], ['00173', 1, [31]], ['00531', 2, [54, 87]], ['00057', 1, [18]], ['00435', 1, [77]], ['00497', 2, [10, 23]], ['00471', 1, [36]], ['00608', 2, [37, 80]], ['01231', 3, [31, 37, 72]], ['00688', 1, [66]], ['01117', 1, [16]], ['00424', 2, [36, 108]], ['00901', 4, [24, 31, 59, 102]], ['00667', 2, [70, 105]], ['00666', 1, [39]], ['00399', 1, [9]], ['00074', 2, [26, 34]], ['00632', 1, [73]], ['00864', 2, [8, 34]], ['01159', 1, [51]], ['00004', 2, [29, 84]], ['00977', 1, [19]], ['01140', 1, [63]], ['01143', 1, [68]], ['00498', 3, [40, 54, 72]], ['00306', 5, [72, 84, 97, 113, 124]], ['00263', 1, [34]], ['00885', 1, [49]], ['00369', 4, [34, 53, 74, 121]], ['01172', 1, [29]], ['00403', 1, [51]], ['00199', 1, [20]], ['00278', 2, [37, 76]], ['00633', 5, [7, 25, 35, 44, 57]], ['00803', 3, [39, 123, 154]], ['00896', 2, [54, 77]], ['01181', 1, [29]], ['00629', 1, [39]], ['00747', 1, [45]], ['00993', 3, [16, 39, 114]], ['00283', 1, [25]], ['00227', 1, [13]], ['00024', 1, [33]], ['00560', 1, [31]], ['01160', 1, [71]], ['01185', 3, [49, 55, 101]], ['01057', 1, [18]]]"
controlchildren,"[['00864', 1, [20]]]"
controlgroup,"[['00864', 1, [52]]]"
controlsweat,"[['00864', 1, [43]]]"
controversi,"[['00359', 1, [22]], ['01234', 1, [21]], ['00824', 1, [5]], ['01231', 1, [51]]]"
conveni,"[['00486', 1, [66]]]"
convent,"[['00408', 1, [47]], ['00615', 1, [28]], ['01162', 1, [32]], ['00050', 1, [44]], ['01235', 1, [20]], ['00813', 1, [37]], ['00364', 1, [14]], ['00224', 2, [8, 40]], ['01035', 3, [16, 32, 37]], ['00459', 1, [26]]]"
convers,"[['00739', 1, [53]], ['00640', 1, [73]], ['00689', 1, [65]], ['00868', 1, [105]]]"
convert,"[['00122', 1, [64]], ['01053', 1, [46]], ['00393', 1, [84]]]"
convey,"[['00617', 1, [27]]]"
convict,"[['00844', 1, [90]]]"
convinc,"[['00025', 1, [19]], ['00779', 1, [121]], ['00326', 1, [105]], ['00120', 1, [59]], ['00434', 1, [56]]]"
convolut,"[['01121', 1, [109]]]"
cook,"[['00773', 1, [63]], ['00996', 1, [18]], ['00795', 2, [41, 97]], ['00846', 1, [23]]]"
cool,"[['00105', 1, [27]], ['00527', 1, [25]]]"
coomassi,"[['00520', 1, [139]]]"
cooper,"[['00858', 1, [17]], ['00237', 1, [36]], ['00968', 1, [39]], ['00236', 1, [64]], ['01146', 1, [13]], ['00411', 2, [67, 81]], ['00699', 1, [34]], ['00647', 2, [52, 60]], ['00982', 1, [43]]]"
coordin,"[['01093', 1, [50]], ['00889', 1, [30]], ['00083', 1, [98]], ['00622', 1, [74]], ['00120', 1, [46]]]"
copd,"[['00307', 5, [227, 229, 237, 250, 261]], ['01000', 4, [18, 60, 70, 94]]]"
cope,"[['00239', 1, [38]], ['00448', 1, [57]], ['01224', 1, [26]], ['00551', 1, [71]], ['00586', 1, [58]], ['00845', 1, [7]]]"
copious,"[['00478', 1, [31]], ['00503', 1, [56]], ['00429', 1, [126]], ['00297', 1, [27]]]"
copper,"[['01193', 1, [56]], ['00231', 5, [1, 22, 39, 42, 55]], ['00522', 1, [172]]]"
copurifi,"[['00892', 1, [143]]]"
cor,"[['00597', 1, [46]], ['01004', 1, [36]], ['00842', 1, [87]], ['00677', 1, [114]], ['00948', 2, [4, 12]], ['00587', 2, [2, 109]], ['00316', 3, [2, 12, 64]], ['00446', 3, [1, 10, 36]], ['00100', 1, [23]], ['01177', 1, [16]], ['01000', 1, [91]], ['00241', 4, [1, 9, 35, 56]], ['00751', 1, [67]], ['00333', 1, [204]], ['01234', 1, [82]], ['00519', 4, [3, 11, 25, 117]]]"
cord,"[['00071', 6, [6, 13, 32, 41, 74, 79]], ['00701', 1, [51]], ['00728', 1, [7]], ['00782', 1, [20]], ['01085', 1, [153]], ['00667', 1, [94]], ['00267', 4, [3, 12, 45, 56]]]"
core,"[['00702', 1, [63]]]"
corn,"[['00758', 1, [40]]]"
coronari,"[['01217', 1, [28]], ['00779', 1, [85]], ['00164', 1, [45]]]"
corpor,"[['00600', 1, [8]], ['00795', 1, [25]]]"
corpuscular,"[['00751', 1, [58]]]"
correct,"[['00097', 1, [47]], ['00952', 1, [59]], ['00518', 1, [35]], ['01217', 1, [73]], ['01024', 1, [35]], ['00962', 2, [14, 92]], ['00781', 1, [59]], ['00258', 1, [16]], ['00783', 1, [23]], ['00079', 1, [34]], ['00540', 1, [60]], ['01052', 1, [10]], ['01177', 1, [72]], ['00315', 1, [78]], ['00888', 1, [4]], ['00126', 1, [77]], ['00135', 1, [82]], ['00786', 1, [69]], ['00771', 1, [76]], ['01223', 1, [49]], ['00600', 1, [34]], ['00610', 1, [88]], ['01189', 1, [24]], ['00149', 2, [17, 21]], ['00207', 1, [35]], ['00676', 2, [169, 221]], ['00693', 1, [24]], ['01046', 3, [39, 49, 57]], ['01122', 1, [48]], ['01070', 1, [49]], ['00684', 1, [42]], ['00974', 1, [23]]]"
correl,"[['01156', 1, [44]], ['01192', 1, [31]], ['00007', 1, [108]], ['00805', 1, [92]], ['01073', 1, [39]], ['00597', 2, [49, 88]], ['00192', 1, [121]], ['00062', 2, [7, 22]], ['00715', 1, [36]], ['01054', 1, [49]], ['00662', 1, [54]], ['01180', 1, [41]], ['00165', 1, [121]], ['01173', 1, [112]], ['01047', 3, [56, 79, 102]], ['00006', 2, [127, 132]], ['00251', 1, [77]], ['00071', 1, [117]], ['00089', 1, [109]], ['00738', 2, [8, 29]], ['00609', 1, [21]], ['00794', 2, [31, 53]], ['00102', 1, [86]], ['00205', 1, [41]], ['00783', 1, [33]], ['00790', 1, [51]], ['00083', 1, [114]], ['00524', 1, [18]], ['00017', 1, [35]], ['00243', 3, [7, 94, 109]], ['00904', 1, [30]], ['00653', 4, [7, 20, 26, 75]], ['00782', 1, [7]], ['00500', 1, [8]], ['00268', 3, [2, 78, 168]], ['00179', 1, [125]], ['01198', 2, [54, 70]], ['00304', 2, [119, 135]], ['01214', 1, [22]], ['00368', 1, [106]], ['00658', 1, [85]], ['00502', 1, [56]], ['00242', 3, [7, 19, 107]], ['00890', 2, [80, 116]], ['01039', 1, [69]], ['00525', 2, [60, 64]], ['00423', 1, [52]], ['00244', 2, [7, 24]], ['00005', 1, [56]], ['01075', 1, [85]], ['01212', 2, [5, 31]], ['00577', 1, [57]], ['00613', 1, [36]], ['00998', 1, [60]], ['01165', 1, [47]], ['00001', 1, [94]], ['00976', 2, [74, 81]], ['00931', 1, [36]], ['00349', 1, [73]], ['00526', 2, [100, 112]], ['00771', 1, [10]], ['00346', 1, [108]], ['00989', 1, [88]], ['01060', 1, [36]], ['00571', 1, [55]], ['00994', 1, [66]], ['00167', 1, [40]], ['00961', 1, [50]], ['00516', 1, [41]], ['00859', 1, [37]], ['00364', 2, [66, 78]], ['00221', 1, [28]], ['00155', 1, [47]], ['00170', 1, [16]], ['00899', 1, [66]], ['00543', 1, [25]], ['00676', 1, [52]], ['00340', 1, [45]], ['00284', 1, [29]], ['00209', 1, [51]], ['00983', 1, [97]], ['00539', 1, [19]], ['00047', 2, [84, 93]], ['01062', 1, [95]], ['00573', 1, [83]], ['00063', 4, [7, 29, 45, 91]], ['00415', 5, [10, 105, 110, 118, 124]], ['00366', 1, [43]], ['00081', 1, [47]], ['01121', 2, [184, 193]], ['00964', 1, [36]], ['00022', 1, [89]], ['00348', 1, [49]], ['00064', 1, [50]], ['00956', 1, [89]], ['00093', 1, [79]], ['00982', 1, [95]], ['00672', 1, [49]], ['00596', 1, [140]], ['00471', 1, [54]], ['01117', 1, [22]], ['00424', 1, [40]], ['00519', 1, [66]], ['00667', 3, [34, 122, 127]], ['00743', 2, [37, 60]], ['00278', 2, [99, 104]], ['00798', 1, [144]], ['00736', 2, [37, 43]], ['00232', 1, [64]], ['00208', 2, [46, 111]], ['00355', 1, [70]]]"
correspond,"[['00023', 1, [112]], ['00178', 1, [104]], ['00738', 1, [157]], ['00253', 1, [55]], ['00612', 1, [54]], ['00141', 1, [53]], ['00986', 1, [89]], ['00521', 1, [125]], ['01071', 1, [91]], ['01085', 1, [177]], ['00613', 1, [18]], ['00121', 1, [47]], ['00989', 2, [114, 147]], ['00051', 1, [47]], ['00853', 1, [48]], ['01038', 1, [147]], ['00748', 1, [99]], ['00232', 1, [70]], ['00347', 1, [72]]]"
corrobor,"[['00268', 1, [107]]]"
corros,"[['00981', 4, [2, 65, 73, 89]]]"
cortex,"[['00361', 1, [2]]]"
cortic,"[['00361', 1, [8]]]"
corticosteroid,"[['00148', 1, [55]], ['00994', 1, [72]], ['01015', 1, [19]], ['00056', 1, [59]], ['00188', 1, [62]]]"
cortisol,"[['00781', 1, [51]]]"
coryza,"[['00761', 1, [55]]]"
cost,"[['00334', 1, [65]], ['01174', 1, [52]], ['00634', 1, [27]], ['00877', 2, [75, 85]], ['00189', 1, [70]]]"
cotazym,"[['00657', 5, [52, 69, 79, 82, 92]]]"
cotrimoxazol,"[['00718', 2, [19, 31]], ['01082', 1, [8]], ['00255', 2, [6, 16]], ['00887', 1, [88]], ['00923', 2, [26, 49]]]"
couchich,"[['00628', 3, [4, 9, 28]]]"
cough,"[['00969', 3, [66, 72, 78]], ['00027', 1, [38]], ['00196', 3, [14, 20, 34]], ['01079', 1, [67]], ['01149', 1, [93]], ['01153', 1, [31]], ['00822', 1, [41]], ['00383', 1, [65]], ['00326', 2, [72, 77]], ['00056', 2, [75, 77]], ['01006', 2, [45, 145]], ['00550', 1, [59]], ['00925', 1, [161]], ['00559', 1, [73]], ['00297', 1, [45]]]"
coughsuppres,"[['00925', 1, [159]]]"
could,"[['01164', 1, [36]], ['00746', 2, [76, 99]], ['01176', 1, [18]], ['00003', 1, [70]], ['00567', 1, [149]], ['00426', 1, [48]], ['00095', 1, [86]], ['00007', 1, [122]], ['00314', 1, [95]], ['00045', 1, [16]], ['00895', 1, [63]], ['00192', 1, [71]], ['00712', 1, [41]], ['00178', 1, [93]], ['00052', 1, [18]], ['00269', 1, [53]], ['00969', 1, [41]], ['00606', 1, [47]], ['00564', 2, [68, 88]], ['00534', 1, [35]], ['01152', 1, [37]], ['00305', 1, [126]], ['00773', 1, [56]], ['00681', 1, [76]], ['00156', 1, [40]], ['00988', 1, [79]], ['00985', 1, [51]], ['00071', 1, [30]], ['00150', 1, [58]], ['00738', 1, [63]], ['00860', 1, [102]], ['00609', 1, [31]], ['00445', 1, [88]], ['00482', 1, [66]], ['01043', 1, [27]], ['00398', 3, [11, 31, 41]], ['01200', 1, [90]], ['00437', 1, [79]], ['00737', 1, [73]], ['00281', 1, [105]], ['00341', 1, [55]], ['01211', 1, [48]], ['00293', 1, [55]], ['00141', 1, [96]], ['00740', 1, [77]], ['00394', 1, [50]], ['00753', 1, [94]], ['00986', 1, [97]], ['00111', 2, [79, 95]], ['00172', 1, [121]], ['01034', 2, [29, 54]], ['00535', 1, [53]], ['00521', 1, [150]], ['00565', 1, [72]], ['01111', 1, [39]], ['00548', 2, [17, 61]], ['00490', 1, [47]], ['01177', 1, [31]], ['00778', 1, [105]], ['00484', 1, [13]], ['00244', 1, [148]], ['00177', 1, [88]], ['00865', 2, [72, 86]], ['00816', 1, [92]], ['00509', 1, [70]], ['00324', 1, [50]], ['00019', 2, [78, 84]], ['00216', 1, [79]], ['00313', 1, [51]], ['00840', 1, [81]], ['00223', 1, [34]], ['00786', 1, [93]], ['00087', 1, [57]], ['00947', 1, [22]], ['00416', 1, [106]], ['00123', 1, [96]], ['00287', 2, [73, 82]], ['00520', 2, [89, 100]], ['00167', 1, [20]], ['00595', 1, [54]], ['01014', 2, [36, 50]], ['00611', 1, [94]], ['00970', 1, [40]], ['00673', 2, [51, 141]], ['00891', 1, [40]], ['00726', 1, [94]], ['00689', 1, [83]], ['00430', 1, [116]], ['01125', 1, [22]], ['00033', 1, [46]], ['00246', 2, [60, 106]], ['00676', 1, [168]], ['00960', 1, [84]], ['01130', 1, [103]], ['01167', 2, [19, 54]], ['01157', 1, [33]], ['01203', 1, [68]], ['01215', 1, [57]], ['01151', 1, [72]], ['00711', 1, [55]], ['00693', 1, [81]], ['00917', 1, [89]], ['00110', 1, [58]], ['00683', 1, [39]], ['00631', 1, [83]], ['01166', 2, [36, 44]], ['00749', 2, [82, 182]], ['00345', 1, [44]], ['00352', 2, [29, 43]], ['01148', 1, [30]], ['00457', 1, [47]], ['00112', 1, [28]], ['01117', 1, [69]], ['00617', 3, [23, 54, 61]], ['00090', 1, [33]], ['00278', 1, [48]], ['01181', 1, [38]], ['00194', 1, [122]], ['01145', 1, [36]], ['00014', 2, [61, 84]], ['00201', 1, [69]], ['00347', 2, [35, 137]]]"
counsel,"[['01031', 1, [43]], ['01084', 1, [82]], ['00911', 2, [7, 66]], ['00043', 1, [109]], ['00942', 1, [15]], ['00225', 1, [24]], ['00203', 1, [72]], ['01177', 1, [78]], ['01195', 1, [48]], ['00849', 1, [27]], ['01224', 2, [4, 37]], ['00332', 2, [42, 49]], ['00477', 1, [38]], ['00252', 1, [71]], ['00557', 1, [32]], ['01001', 4, [2, 18, 28, 55]]]"
counselor,"[['01031', 1, [12]]]"
count,"[['00458', 1, [113]], ['01230', 1, [13]], ['00111', 2, [30, 113]], ['00181', 2, [31, 83]], ['00460', 1, [58]], ['00850', 1, [43]], ['00890', 1, [106]], ['00709', 1, [25]], ['00708', 1, [34]], ['00613', 2, [42, 73]], ['01142', 2, [27, 61]], ['01125', 1, [93]], ['00588', 1, [59]], ['00943', 1, [31]], ['00429', 1, [78]], ['00556', 1, [35]], ['00993', 1, [101]], ['00143', 1, [40]]]"
counter,"[['00104', 1, [137]]]"
counterbalanc,"[['01092', 1, [30]]]"
counterimmunoelectrophoresi,"[['00252', 1, [25]]]"
counterpart,"[['01236', 1, [55]], ['00374', 1, [103]], ['01020', 1, [33]]]"
counti,"[['01163', 1, [17]]]"
countri,"[['00133', 1, [97]], ['00350', 1, [64]], ['01067', 1, [115]], ['00342', 1, [24]], ['00877', 1, [39]], ['00247', 2, [8, 38]], ['01179', 1, [24]]]"
coupl,"[['00892', 1, [115]], ['00301', 1, [63]], ['00336', 1, [64]], ['00807', 1, [5]], ['00757', 1, [62]], ['00470', 1, [14]], ['01130', 1, [106]], ['01167', 1, [46]], ['00855', 1, [63]], ['00532', 1, [48]], ['00557', 2, [26, 29]], ['01185', 1, [25]]]"
cours,"[['00458', 1, [29]], ['00148', 1, [23]], ['01084', 1, [67]], ['01119', 1, [79]], ['00276', 2, [27, 30]], ['00013', 1, [37]], ['00012', 1, [34]], ['00703', 1, [116]], ['01180', 1, [24]], ['00027', 1, [49]], ['00285', 1, [20]], ['00011', 1, [10]], ['01087', 1, [49]], ['01102', 1, [12]], ['01043', 1, [94]], ['00694', 1, [50]], ['00904', 1, [51]], ['00782', 1, [94]], ['00753', 3, [59, 74, 87]], ['01071', 1, [26]], ['00422', 1, [7]], ['00460', 2, [36, 50]], ['00540', 2, [32, 35]], ['01174', 1, [27]], ['00372', 1, [3]], ['00048', 1, [90]], ['01000', 1, [74]], ['00692', 1, [20]], ['00411', 2, [35, 106]], ['00104', 1, [57]], ['00994', 1, [87]], ['00661', 1, [58]], ['01227', 6, [30, 38, 49, 59, 79, 100]], ['00238', 2, [32, 66]], ['01081', 3, [4, 27, 74]], ['00472', 2, [1, 6]], ['00326', 2, [108, 113]], ['01112', 2, [68, 73]], ['01078', 2, [47, 94]], ['00473', 1, [1]], ['00207', 1, [3]], ['01151', 1, [23]], ['00647', 3, [19, 28, 92]], ['00061', 2, [27, 100]], ['00333', 1, [78]], ['00377', 1, [84]], ['00519', 1, [108]], ['00941', 1, [28]], ['00625', 1, [18]], ['01095', 1, [12]], ['00208', 1, [33]]]"
cousin,"[['00664', 3, [14, 28, 55]], ['00968', 1, [32]], ['00009', 1, [18]]]"
coval,"[['00892', 1, [114]]]"
cover,"[['00980', 2, [45, 56]], ['00861', 1, [14]]]"
covert,"[['00999', 1, [55]]]"
covitamin,"[['00708', 1, [23]]]"
cow,"[['00616', 1, [71]], ['00005', 1, [34]], ['00456', 1, [32]], ['00034', 1, [72]], ['00756', 1, [44]], ['00263', 1, [71]]]"
cowork,"[['01173', 2, [18, 126]], ['01099', 1, [7]], ['00739', 2, [39, 70]], ['00949', 1, [79]]]"
cp,"[['01091', 1, [113]], ['01150', 2, [32, 34]]]"
cpcprecipit,"[['00106', 1, [17]]]"
cpm,"[['00890', 2, [109, 112]]]"
cpmmg,"[['00528', 1, [53]]]"
crab,"[['00270', 1, [39]]]"
creat,"[['00043', 1, [37]]]"
creatin,"[['00030', 2, [40, 43]], ['00878', 2, [19, 62]], ['00259', 2, [74, 134]]]"
creatinepoor,"[['00030', 1, [31]]]"
creatinin,"[['00320', 1, [83]], ['00680', 1, [69]], ['00878', 2, [20, 63]], ['00753', 1, [91]], ['00848', 2, [48, 70]], ['01098', 1, [57]]]"
creatinuria,"[['00030', 1, [30]]]"
creativ,"[['00450', 1, [74]]]"
credit,"[['00406', 1, [9]]]"
cri,"[['00745', 2, [150, 162]]]"
cribriform,"[['00745', 1, [183]]]"
cricri,"[['01204', 2, [102, 132]], ['00745', 2, [116, 180]]]"
crise,"[['00713', 1, [64]]]"
crisi,"[['00329', 1, [40]]]"
criteria,"[['00358', 1, [135]], ['00202', 1, [96]], ['00583', 1, [19]], ['00452', 1, [90]], ['00059', 1, [28]], ['00111', 1, [66]], ['01129', 1, [40]], ['00875', 1, [59]], ['00364', 1, [24]], ['00762', 1, [34]], ['01005', 2, [56, 111]], ['00207', 1, [15]], ['01083', 2, [103, 125]], ['00342', 1, [71]], ['00522', 1, [18]], ['00247', 1, [46]], ['00360', 1, [82]], ['00684', 1, [29]]]"
criterion,"[['00300', 1, [57]]]"
critic,"[['01233', 1, [12]], ['00075', 1, [69]], ['00844', 1, [98]], ['01069', 1, [6]], ['00443', 1, [61]], ['01034', 1, [31]], ['00721', 2, [6, 19]], ['00734', 1, [1]], ['01130', 1, [32]], ['01220', 1, [8]], ['00949', 1, [69]], ['00420', 1, [37]], ['01160', 1, [21]]]"
crohn,"[['00255', 3, [26, 41, 65]], ['00582', 4, [1, 35, 48, 66]]]"
cromoglyc,"[['01048', 1, [134]]]"
cross,"[['00144', 1, [87]], ['00007', 1, [39]], ['01173', 1, [15]], ['00590', 1, [14]], ['00006', 1, [53]], ['00071', 1, [47]], ['01202', 1, [24]], ['00253', 1, [29]], ['00179', 1, [119]], ['00986', 1, [30]], ['00778', 2, [14, 34]], ['00591', 2, [33, 79]], ['00346', 1, [28]], ['00989', 1, [69]], ['00983', 2, [19, 39]], ['00975', 1, [68]]]"
crosscheck,"[['01083', 1, [89]]]"
crossinfect,"[['00176', 1, [77]]]"
crossley,"[['00930', 1, [20]], ['01128', 1, [26]], ['01131', 1, [68]]]"
crosslink,"[['00975', 1, [37]]]"
crossov,"[['01112', 1, [17]], ['00049', 1, [11]]]"
crossreact,"[['00860', 1, [111]], ['00281', 1, [36]], ['00986', 2, [52, 80]], ['00104', 1, [112]]]"
crossresist,"[['00973', 1, [106]], ['00840', 1, [6]]]"
croup,"[['00056', 1, [73]]]"
crucial,"[['00239', 1, [63]], ['01186', 1, [32]], ['00551', 2, [33, 77]]]"
crude,"[['00955', 3, [53, 85, 107]], ['00535', 2, [34, 71]], ['00856', 1, [37]], ['01027', 1, [48]], ['01070', 1, [104]], ['00672', 1, [44]], ['01072', 2, [6, 16]]]"
crux,"[['00216', 1, [37]]]"
crypt,"[['00867', 3, [22, 60, 68]]]"
